Date,Tournament,Surface,Rd,Rk,vRk,meta_info,Score,Observed Player Name,Opponent Player Name,Observed Player W/L,More,DR,A%,DF%,1stIn,1st%,2nd%,BPSvd,Time
23‑May‑2022,Roland Garros,Clay,R32,1,195,(1)Djokovic d. Aljaz Bedene [SLO],6-3 6-3 6-2,Novak Djokovic,Aljaz Bedene,W,,2.45,13.6%,1.5%,72.7%,85.4%,72.2%,1/1,
23‑May‑2022,Roland Garros,Clay,R64,1,38,(1)Djokovic d. Alex Molcan [SVK],6-2 6-3 7-6(4),Novak Djokovic,Alex Molcan,W,,1.66,11.2%,0.0%,74.2%,78.8%,60.9%,1/2,
23‑May‑2022,Roland Garros,Clay,R128,1,99,(1)Djokovic d. Yoshihito Nishioka [JPN],6-3 6-1 6-0,Novak Djokovic,Yoshihito Nishioka,W,,1.58,10.5%,0.0%,69.8%,73.3%,42.3%,5/6,
9‑May‑2022,Rome Masters,Clay,F,1,5,(1)Djokovic d. (4)Stefanos Tsitsipas [GRE],6-0 7-6(5),Novak Djokovic,Stefanos Tsitsipas,W,(ch),1.73,11.3%,1.9%,69.8%,81.1%,56.3%,1/2,1:36
9‑May‑2022,Rome Masters,Clay,SF,1,10,(1)Djokovic d. (5)Casper Ruud [NOR],6-4 6-3,Novak Djokovic,Casper Ruud,W,(ch),1.34,2.0%,2.0%,64.7%,69.7%,66.7%,0/1,1:42
9‑May‑2022,Rome Masters,Clay,QF,1,9,(1)Djokovic d. (8)Felix Auger Aliassime [CAN],7-5 7-6(1),Novak Djokovic,Felix Auger Aliassime,W,(ch),1.32,5.3%,0.0%,76.0%,73.7%,61.1%,3/5,2:09
9‑May‑2022,Rome Masters,Clay,R16,1,361,(1)Djokovic d. (PR)Stan Wawrinka [SUI],6-2 6-2,Novak Djokovic,Stan Wawrinka,W,(ch),1.74,4.2%,0.0%,75.0%,75.0%,50.0%,3/4,1:15
9‑May‑2022,Rome Masters,Clay,R32,1,35,(1)Djokovic d. Aslan Karatsev [RUS],6-3 6-2,Novak Djokovic,Aslan Karatsev,W,(ch),1.67,2.0%,3.9%,49.0%,76.0%,65.4%,1/2,1:30
2‑May‑2022,Madrid Masters,Clay,SF,1,9,(7)Carlos Alcaraz [ESP] d. (1)Djokovic,6-7(5) 7-5 7-6(5),Novak Djokovic,Carlos Alcaraz,L,(ch),0.99,6.2%,1.6%,66.7%,66.3%,65.1%,8/10,3:35
2‑May‑2022,Madrid Masters,Clay,QF,1,14,(1)Djokovic d. (12)Hubert Hurkacz [POL],6-3 6-4,Novak Djokovic,Hubert Hurkacz,W,(ch),1.54,10.9%,1.8%,65.5%,80.6%,68.4%,0/0,1:21
2‑May‑2022,Madrid Masters,Clay,R16,1,78,(1)Djokovic d. (WC)Andy Murray [GBR],W/O,Novak Djokovic,Andy Murray,W,,,,,,,,,
2‑May‑2022,Madrid Masters,Clay,R32,1,21,(1)Djokovic d. Gael Monfils [FRA],6-3 6-2,Novak Djokovic,Gael Monfils,W,(ch),1.32,2.9%,4.4%,63.2%,69.8%,56.0%,5/5,1:27
18‑Apr‑2022,Belgrade,Clay,F,1,8,(2)Andrey Rublev [RUS] d. (1)Djokovic,6-2 6-7(4) 6-0,Novak Djokovic,Andrey Rublev,L,(ch),0.75,7.7%,5.5%,62.6%,57.9%,41.2%,6/12,2:27
18‑Apr‑2022,Belgrade,Clay,SF,1,26,(1)Djokovic d. (3)Karen Khachanov [RUS],4-6 6-1 6-2,Novak Djokovic,Karen Khachanov,W,,1.29,7.9%,2.6%,57.9%,75.0%,62.5%,1/2,1:59
18‑Apr‑2022,Belgrade,Clay,QF,1,38,(1)Djokovic d. (7)Miomir Kecmanovic [SRB],4-6 6-3 6-3,Novak Djokovic,Miomir Kecmanovic,W,,1.31,3.4%,2.2%,66.3%,67.8%,63.3%,6/8,2:18
18‑Apr‑2022,Belgrade,Clay,R16,1,50,(1)Djokovic d. Laslo Djere [SRB],2-6 7-6(6) 7-6(4),Novak Djokovic,Laslo Djere,W,,1.04,2.5%,3.4%,56.3%,73.1%,48.1%,8/12,3:21
11‑Apr‑2022,Monte Carlo Masters,Clay,R32,1,46,Alejandro Davidovich Fokina [ESP] d. (1)Djokovic,6-3 6-7(5) 6-1,Novak Djokovic,Alejandro Davidovich Fokina,L,(ch),0.87,0.8%,4.0%,60.8%,55.3%,40.8%,11/20,2:54
21‑Feb‑2022,Dubai,Hard,QF,1,123,(Q)Jiri Vesely [CZE] d. (1)Djokovic,6-4 7-6(4),Novak Djokovic,Jiri Vesely,L,,0.96,12.7%,5.6%,66.2%,74.5%,41.7%,5/8,1:57
21‑Feb‑2022,Dubai,Hard,R16,1,26,(1)Djokovic d. Karen Khachanov [RUS],6-3 7-6(2),Novak Djokovic,Karen Khachanov,W,,1.26,8.7%,4.3%,66.7%,82.6%,47.8%,3/4,1:38
21‑Feb‑2022,Dubai,Hard,R32,1,58,(1)Djokovic d. (WC)Lorenzo Musetti [ITA],6-3 6-3,Novak Djokovic,Lorenzo Musetti,W,,1.57,9.1%,3.6%,56.4%,77.4%,70.8%,7/7,1:14
3‑Dec‑2021,Davis Cup Finals SF: CRO vs SRB,Hard,RR,1,30,Djokovic d. Marin Cilic [CRO],6-4 6-2,Novak Djokovic,Marin Cilic,W,,1.52,6.7%,1.7%,66.7%,75.0%,60.0%,8/8,1:39
1‑Dec‑2021,Davis Cup Finals QF: SRB vs KAZ,Hard,RR,1,36,Djokovic d. Alexander Bublik [KAZ],6-3 6-4,Novak Djokovic,Alexander Bublik,W,,1.98,7.5%,5.7%,60.4%,90.6%,61.9%,2/2,1:16
27‑Nov‑2021,Davis Cup Finals RR: SRB vs GER,Hard,RR,1,51,Djokovic d. Jan Lennard Struff [GER],6-2 6-4,Novak Djokovic,Jan Lennard Struff,W,,1.67,17.3%,0.0%,65.4%,79.4%,61.1%,0/0,1:12
26‑Nov‑2021,Davis Cup Finals RR: SRB vs AUT,Hard,RR,1,118,Djokovic d. Dennis Novak [AUT],6-3 6-2,Novak Djokovic,Dennis Novak,W,,2.96,7.1%,0.0%,61.9%,84.6%,87.5%,0/0,0:57
15‑Nov‑2021,Tour Finals,Hard,SF,1,3,(3)Alexander Zverev [GER] d. (1)Djokovic,7-6(4) 4-6 6-3,Novak Djokovic,Alexander Zverev,L,(ch),0.89,16.3%,1.1%,65.2%,86.7%,40.6%,3/4,2:28
15‑Nov‑2021,Tour Finals,Hard,RR,1,8,(1)Djokovic d. (8)Casper Ruud [NOR],7-6(4) 6-2,Novak Djokovic,Casper Ruud,W,(ch),1.98,18.9%,0.0%,73.6%,89.7%,42.9%,0/1,1:30
15‑Nov‑2021,Tour Finals,Hard,RR,1,5,(1)Djokovic d. (5)Andrey Rublev [RUS],6-3 6-2,Novak Djokovic,Andrey Rublev,W,(ch),1.71,29.2%,0.0%,64.6%,87.1%,41.2%,0/1,1:08
15‑Nov‑2021,Tour Finals,Hard,RR,1,12,(1)Djokovic d. (10)Cameron Norrie [GBR],6-2 6-1,Novak Djokovic,Cameron Norrie,W,,2.24,13.2%,0.0%,68.4%,80.8%,66.7%,1/1,1:06
1‑Nov‑2021,Paris Masters,Hard,F,1,2,(1)Djokovic d. (2)Daniil Medvedev [RUS],4-6 6-3 6-3,Novak Djokovic,Daniil Medvedev,W,(ch),1.22,7.0%,2.3%,66.3%,78.9%,31.0%,7/10,2:15
1‑Nov‑2021,Paris Masters,Hard,SF,1,10,(1)Djokovic d. (7)Hubert Hurkacz [POL],3-6 6-0 7-6(5),Novak Djokovic,Hubert Hurkacz,W,(ch),1.38,6.5%,3.9%,55.8%,76.7%,61.8%,1/3,2:17
1‑Nov‑2021,Paris Masters,Hard,QF,1,26,(1)Djokovic d. Taylor Fritz [USA],6-4 6-3,Novak Djokovic,Taylor Fritz,W,(ch),1.59,17.0%,6.4%,72.3%,73.5%,46.2%,2/5,1:13
1‑Nov‑2021,Paris Masters,Hard,R16,1,22,(1)Djokovic d. (15)Gael Monfils [FRA],W/O,Novak Djokovic,Gael Monfils,W,,,,,,,,,
1‑Nov‑2021,Paris Masters,Hard,R32,1,40,(1)Djokovic d. Marton Fucsovics [HUN],6-2 4-6 6-3,Novak Djokovic,Marton Fucsovics,W,,1.47,3.8%,0.0%,67.9%,77.4%,56.0%,0/2,2:00
30‑Aug‑2021,US Open,Hard,F,1,2,(2)Daniil Medvedev [RUS] d. (1)Djokovic,6-4 6-4 6-4,Novak Djokovic,Daniil Medvedev,L,(ch),0.76,6.5%,3.3%,54.3%,80.0%,40.5%,4/8,2:16
30‑Aug‑2021,US Open,Hard,SF,1,4,(1)Djokovic d. (4)Alexander Zverev [GER],4-6 6-2 6-4 4-6 6-2,Novak Djokovic,Alexander Zverev,W,(ch),1.00,8.0%,1.3%,66.0%,76.8%,43.1%,9/12,3:34
30‑Aug‑2021,US Open,Hard,QF,1,8,(1)Djokovic d. (6)Matteo Berrettini [ITA],5-7 6-2 6-2 6-3,Novak Djokovic,Matteo Berrettini,W,(ch),1.50,10.3%,3.4%,61.5%,73.6%,66.7%,4/5,3:27
30‑Aug‑2021,US Open,Hard,R16,1,99,(1)Djokovic d. (WC)Jenson Brooksby [USA],1-6 6-3 6-2 6-2,Novak Djokovic,Jenson Brooksby,W,(ch),1.29,8.6%,1.0%,62.9%,72.7%,53.8%,8/11,2:59
30‑Aug‑2021,US Open,Hard,R32,1,56,(1)Djokovic d. Kei Nishikori [JPN],6-7(4) 6-3 6-3 6-2,Novak Djokovic,Kei Nishikori,W,(ch),1.32,11.5%,5.3%,62.6%,76.8%,51.0%,11/13,3:32
30‑Aug‑2021,US Open,Hard,R64,1,121,(1)Djokovic d. Tallon Griekspoor [NED],6-2 6-3 6-2,Novak Djokovic,Tallon Griekspoor,W,(ch),1.76,18.1%,6.9%,63.9%,80.4%,53.8%,3/4,1:39
30‑Aug‑2021,US Open,Hard,R128,1,145,(1)Djokovic d. (Q)Holger Rune [DEN],6-1 6-7(5) 6-2 6-1,Novak Djokovic,Holger Rune,W,,1.58,17.5%,7.2%,63.9%,85.5%,48.6%,1/3,2:15
24‑Jul‑2021,Tokyo Olympics,Hard,BR,1,11,(6)Pablo Carreno Busta [ESP] d. (1)Djokovic,6-4 6-7(6) 6-3,Novak Djokovic,Pablo Carreno Busta,L,(ch),,,,,,,,
24‑Jul‑2021,Tokyo Olympics,Hard,SF,1,5,(4)Alexander Zverev [GER] d. (1)Djokovic,1-6 6-3 6-1,Novak Djokovic,Alexander Zverev,L,(ch),,,,,,,,
24‑Jul‑2021,Tokyo Olympics,Hard,QF,1,69,(1)Djokovic d. Kei Nishikori [JPN],6-2 6-0,Novak Djokovic,Kei Nishikori,W,(ch),,,,,,,,
24‑Jul‑2021,Tokyo Olympics,Hard,R16,1,35,(1)Djokovic d. (16)Alejandro Davidovich Fokina [ESP],6-3 6-1,Novak Djokovic,Alejandro Davidovich Fokina,W,,,,,,,,,
24‑Jul‑2021,Tokyo Olympics,Hard,R32,1,48,(1)Djokovic d. Jan Lennard Struff [GER],6-4 6-3,Novak Djokovic,Jan Lennard Struff,W,,,,,,,,,
24‑Jul‑2021,Tokyo Olympics,Hard,R64,1,139,(1)Djokovic d. Hugo Dellien [BOL],6-2 6-2,Novak Djokovic,Hugo Dellien,W,,,,,,,,,
28‑Jun‑2021,Wimbledon,Grass,F,1,9,(1)Djokovic d. (7)Matteo Berrettini [ITA],6-7(4) 6-4 6-4 6-3,Novak Djokovic,Matteo Berrettini,W,(ch),1.27,4.1%,3.3%,61.5%,78.7%,53.2%,5/7,3:24
28‑Jun‑2021,Wimbledon,Grass,SF,1,12,(1)Djokovic d. (10)Denis Shapovalov [CAN],7-6(3) 7-5 7-5,Novak Djokovic,Denis Shapovalov,W,(ch),1.17,7.1%,4.5%,60.7%,80.9%,56.8%,10/11,2:44
28‑Jun‑2021,Wimbledon,Grass,QF,1,48,(1)Djokovic d. Marton Fucsovics [HUN],6-3 6-4 6-4,Novak Djokovic,Marton Fucsovics,W,(ch),1.40,4.3%,3.2%,65.6%,82.0%,43.8%,5/6,2:17
28‑Jun‑2021,Wimbledon,Grass,R16,1,20,(1)Djokovic d. (17)Cristian Garin [CHI],6-2 6-4 6-2,Novak Djokovic,Cristian Garin,W,,2.49,13.4%,1.5%,58.2%,92.3%,64.3%,2/2,1:49
28‑Jun‑2021,Wimbledon,Grass,R32,1,114,(1)Djokovic d. (Q)Denis Kudla [USA],6-4 6-3 7-6(7),Novak Djokovic,Denis Kudla,W,,1.35,8.7%,6.5%,54.3%,88.0%,50.0%,2/4,2:17
28‑Jun‑2021,Wimbledon,Grass,R64,1,102,(1)Djokovic d. Kevin Anderson [RSA],6-3 6-3 6-3,Novak Djokovic,Kevin Anderson,W,,2.12,12.5%,1.4%,63.9%,84.8%,69.2%,0/0,1:41
28‑Jun‑2021,Wimbledon,Grass,R128,1,253,(1)Djokovic d. (WC)Jack Draper [GBR],4-6 6-1 6-2 6-2,Novak Djokovic,Jack Draper,W,,2.51,30.9%,1.2%,77.8%,87.3%,66.7%,2/3,2:00
31‑May‑2021,Roland Garros,Clay,F,1,5,(1)Djokovic d. (5)Stefanos Tsitsipas [GRE],6-7(6) 2-6 6-3 6-2 6-4,Novak Djokovic,Stefanos Tsitsipas,W,(ch),1.32,3.7%,2.2%,67.9%,78.0%,53.5%,5/8,4:11
31‑May‑2021,Roland Garros,Clay,SF,1,3,(1)Djokovic d. (3)Rafael Nadal [ESP],3-6 6-3 7-6(4) 6-2,Novak Djokovic,Rafael Nadal,W,(ch),1.17,4.5%,2.3%,63.9%,64.7%,50.0%,10/16,4:11
31‑May‑2021,Roland Garros,Clay,QF,1,9,(1)Djokovic d. (9)Matteo Berrettini [ITA],6-3 6-2 6-7(5) 7-5,Novak Djokovic,Matteo Berrettini,W,(ch),1.47,7.6%,0.8%,69.7%,77.2%,65.0%,3/3,3:28
31‑May‑2021,Roland Garros,Clay,R16,1,76,(1)Djokovic d. Lorenzo Musetti [ITA],6-7(7) 6-7(2) 6-1 6-0 4-0 RET,Novak Djokovic,Lorenzo Musetti,W,,1.57,8.3%,1.5%,70.5%,75.3%,53.8%,2/4,3:27
31‑May‑2021,Roland Garros,Clay,R32,1,93,(1)Djokovic d. Ricardas Berankis [LTU],6-1 6-4 6-1,Novak Djokovic,Ricardas Berankis,W,,1.94,7.5%,4.5%,62.7%,88.1%,52.0%,0/0,1:32
31‑May‑2021,Roland Garros,Clay,R64,1,92,(1)Djokovic d. Pablo Cuevas [URU],6-3 6-2 6-4,Novak Djokovic,Pablo Cuevas,W,,1.45,10.6%,3.2%,68.1%,75.0%,56.7%,8/9,2:06
31‑May‑2021,Roland Garros,Clay,R128,1,66,(1)Djokovic d. Tennys Sandgren [USA],6-2 6-4 6-2,Novak Djokovic,Tennys Sandgren,W,,1.90,5.5%,2.7%,67.1%,85.7%,54.2%,6/6,1:58
24‑May‑2021,Belgrade 2,Clay,F,1,255,(1)Djokovic d. (Q)Alex Molcan [SVK],6-4 6-3,Novak Djokovic,Alex Molcan,W,(ch),1.34,4.1%,6.1%,55.1%,70.4%,45.5%,1/5,1:28
24‑May‑2021,Belgrade 2,Clay,SF,1,119,(1)Djokovic d. (Q)Andrej Martin [SVK],6-1 4-6 6-0,Novak Djokovic,Andrej Martin,W,,1.50,1.4%,1.4%,64.4%,59.6%,69.2%,7/10,1:55
24‑May‑2021,Belgrade 2,Clay,QF,1,96,(1)Djokovic d. (Alt)Federico Coria [ARG],6-1 6-0,Novak Djokovic,Federico Coria,W,,2.70,9.4%,3.1%,59.4%,68.4%,84.6%,0/1,0:55
24‑May‑2021,Belgrade 2,Clay,R16,1,253,(1)Djokovic d. (LL)Mats Moraing [GER],6-2 7-6(4),Novak Djokovic,Mats Moraing,W,,1.40,8.6%,4.3%,58.6%,70.7%,55.2%,3/5,1:40
10‑May‑2021,Rome Masters,Clay,F,1,3,(2)Rafael Nadal [ESP] d. (1)Djokovic,7-5 1-6 6-3,Novak Djokovic,Rafael Nadal,L,(ch),0.96,5.3%,4.2%,66.3%,65.1%,46.9%,3/6,2:49
10‑May‑2021,Rome Masters,Clay,SF,1,33,(1)Djokovic d. Lorenzo Sonego [ITA],6-3 6-7(5) 6-2,Novak Djokovic,Lorenzo Sonego,W,(ch),1.44,5.3%,2.1%,69.5%,78.8%,58.6%,6/7,2:44
10‑May‑2021,Rome Masters,Clay,QF,1,5,(1)Djokovic d. (5)Stefanos Tsitsipas [GRE],4-6 7-5 7-5,Novak Djokovic,Stefanos Tsitsipas,W,,1.20,3.6%,5.4%,69.6%,69.2%,44.1%,9/14,3:16
10‑May‑2021,Rome Masters,Clay,R16,1,48,(1)Djokovic d. (Q)Alejandro Davidovich Fokina [ESP],6-2 6-1,Novak Djokovic,Alejandro Davidovich Fokina,W,,1.74,8.0%,2.0%,66.0%,69.7%,64.7%,3/4,1:10
10‑May‑2021,Rome Masters,Clay,R32,1,31,(1)Djokovic d. Taylor Fritz [USA],6-3 7-6(5),Novak Djokovic,Taylor Fritz,W,,1.16,3.9%,1.3%,58.4%,75.6%,43.8%,5/7,1:38
19‑Apr‑2021,Belgrade,Clay,SF,1,28,(3)Aslan Karatsev [RUS] d. (1)Djokovic,7-5 4-6 6-4,Novak Djokovic,Aslan Karatsev,L,(ch),0.99,1.7%,5.2%,62.1%,61.1%,47.7%,10/16,3:25
19‑Apr‑2021,Belgrade,Clay,QF,1,47,(1)Djokovic d. (8)Miomir Kecmanovic [SRB],6-1 6-3,Novak Djokovic,Miomir Kecmanovic,W,,1.68,5.5%,1.8%,58.2%,75.0%,56.5%,4/5,1:15
19‑Apr‑2021,Belgrade,Clay,R16,1,85,(1)Djokovic d. Soon Woo Kwon [KOR],6-1 6-3,Novak Djokovic,Soon Woo Kwon,W,,2.16,5.1%,5.1%,69.2%,81.5%,58.3%,0/1,1:08
12‑Apr‑2021,Monte Carlo Masters,Clay,R16,1,33,Daniel Evans [GBR] d. (1)Djokovic,6-4 7-5,Novak Djokovic,Daniel Evans,L,(ch),0.93,4.6%,6.2%,56.9%,56.8%,46.4%,2/7,2:06
12‑Apr‑2021,Monte Carlo Masters,Clay,R32,1,22,(1)Djokovic d. Jannik Sinner [ITA],6-4 6-2,Novak Djokovic,Jannik Sinner,W,,1.31,0.0%,3.5%,64.9%,59.5%,65.0%,2/4,1:34
8‑Feb‑2021,Australian Open,Hard,F,1,4,(1)Djokovic d. (4)Daniil Medvedev [RUS],7-5 6-2 6-2,Novak Djokovic,Daniil Medvedev,W,(ch),1.38,3.8%,2.6%,66.7%,73.1%,57.7%,2/4,1:53
8‑Feb‑2021,Australian Open,Hard,SF,1,114,(1)Djokovic d. (Q)Aslan Karatsev [RUS],6-3 6-4 6-2,Novak Djokovic,Aslan Karatsev,W,(ch),1.56,21.0%,2.5%,67.9%,70.9%,61.5%,3/5,1:53
8‑Feb‑2021,Australian Open,Hard,QF,1,7,(1)Djokovic d. (6)Alexander Zverev [GER],6-7(6) 6-2 6-4 7-6(6),Novak Djokovic,Alexander Zverev,W,(ch),0.99,14.2%,3.1%,73.5%,72.3%,44.2%,9/12,3:30
8‑Feb‑2021,Australian Open,Hard,R16,1,14,(1)Djokovic d. (14)Milos Raonic [CAN],7-6(4) 4-6 6-1 6-4,Novak Djokovic,Milos Raonic,W,(ch),1.24,8.3%,2.5%,67.8%,78.0%,59.0%,2/3,2:56
8‑Feb‑2021,Australian Open,Hard,R32,1,31,(1)Djokovic d. (27)Taylor Fritz [USA],7-6(1) 6-4 3-6 4-6 6-2,Novak Djokovic,Taylor Fritz,W,,1.00,9.4%,3.1%,66.0%,75.2%,50.0%,9/12,3:25
8‑Feb‑2021,Australian Open,Hard,R64,1,64,(1)Djokovic d. Frances Tiafoe [USA],6-3 6-7(3) 7-6(2) 6-3,Novak Djokovic,Frances Tiafoe,W,(ch),1.46,21.7%,4.2%,61.7%,83.8%,58.7%,1/3,3:30
8‑Feb‑2021,Australian Open,Hard,R128,1,61,(1)Djokovic d. Jeremy Chardy [FRA],6-3 6-1 6-2,Novak Djokovic,Jeremy Chardy,W,,3.17,15.8%,1.8%,75.4%,86.0%,78.6%,0/0,1:31
2‑Feb‑2021,Atp Cup,Hard,RR,1,12,Djokovic d. Denis Shapovalov [CAN],7-5 7-5,Novak Djokovic,Denis Shapovalov,W,,1.61,1.6%,4.8%,69.8%,79.5%,73.7%,0/0,1:53
2‑Feb‑2021,Atp Cup,Hard,RR,1,7,Djokovic d. Alexander Zverev [GER],6-7(3) 6-2 7-5,Novak Djokovic,Alexander Zverev,W,,1.30,11.6%,5.3%,55.8%,81.1%,59.5%,0/1,2:33
16‑Nov‑2020,Tour Finals,Hard,SF,1,3,(3)Dominic Thiem [AUT] d. (1)Djokovic,7-5 6-7(10) 7-6(5),Novak Djokovic,Dominic Thiem,L,(ch),0.98,4.4%,0.0%,64.9%,85.1%,45.0%,1/2,2:54
16‑Nov‑2020,Tour Finals,Hard,RR,1,4,(4)Daniil Medvedev [RUS] d. (1)Djokovic,6-3 6-3,Novak Djokovic,Daniil Medvedev,L,(ch),0.63,4.4%,7.4%,58.8%,67.5%,42.9%,5/8,1:21
16‑Nov‑2020,Tour Finals,Hard,RR,1,7,(1)Djokovic d. (5)Alexander Zverev [GER],6-3 7-6(4),Novak Djokovic,Alexander Zverev,W,,0.91,3.8%,3.8%,65.4%,78.4%,51.9%,3/3,1:36
16‑Nov‑2020,Tour Finals,Hard,RR,1,9,(1)Djokovic d. (8)Diego Schwartzman [ARG],6-3 6-2,Novak Djokovic,Diego Schwartzman,W,,1.74,14.9%,4.3%,63.8%,76.7%,64.7%,1/2,1:18
26‑Oct‑2020,Vienna,Hard,QF,1,42,(LL)Lorenzo Sonego [ITA] d. (1)Djokovic,6-2 6-1,Novak Djokovic,Lorenzo Sonego,L,(ch),0.62,5.9%,5.9%,54.9%,60.7%,30.4%,1/6,1:08
26‑Oct‑2020,Vienna,Hard,R16,1,24,(1)Djokovic d. Borna Coric [CRO],7-6(11) 6-3,Novak Djokovic,Borna Coric,W,,1.26,5.6%,1.4%,69.4%,80.0%,59.1%,3/3,2:07
26‑Oct‑2020,Vienna,Hard,R32,1,30,(1)Djokovic d. Filip Krajinovic [SRB],7-6(6) 6-3,Novak Djokovic,Filip Krajinovic,W,,1.23,10.3%,6.4%,64.1%,76.0%,35.7%,3/5,1:58
28‑Sep‑2020,Roland Garros,Clay,F,1,2,(1)Rafael Nadal [ESP] d. (2)Djokovic,6-0 6-2 7-5,Novak Djokovic,Rafael Nadal,L,,0.66,1.0%,4.0%,66.7%,50.0%,48.5%,11/18,2:41
28‑Sep‑2020,Roland Garros,Clay,SF,1,6,(1)Djokovic d. (5)Stefanos Tsitsipas [GRE],6-3 6-2 5-7 4-6 6-1,Novak Djokovic,Stefanos Tsitsipas,W,,1.23,3.3%,3.9%,66.7%,72.5%,47.1%,11/15,3:54
28‑Sep‑2020,Roland Garros,Clay,QF,1,18,(1)Djokovic d. (17)Pablo Carreno Busta [ESP],4-6 6-2 6-3 6-4,Novak Djokovic,Pablo Carreno Busta,W,,1.15,1.5%,3.8%,56.5%,71.6%,52.6%,10/13,3:10
28‑Sep‑2020,Roland Garros,Clay,R16,1,16,(1)Djokovic d. (15)Karen Khachanov [RUS],6-4 6-3 6-3,Novak Djokovic,Karen Khachanov,W,,1.42,2.2%,1.1%,64.0%,70.2%,59.4%,7/9,2:23
28‑Sep‑2020,Roland Garros,Clay,R32,1,153,(1)Djokovic d. (LL)Daniel Elahi Galan [COL],6-0 6-3 6-2,Novak Djokovic,Daniel Elahi Galan,W,,1.75,2.7%,2.7%,68.9%,74.5%,56.5%,5/5,2:08
28‑Sep‑2020,Roland Garros,Clay,R64,1,66,(1)Djokovic d. Ricardas Berankis [LTU],6-1 6-2 6-2,Novak Djokovic,Ricardas Berankis,W,,1.98,15.2%,1.5%,57.6%,94.7%,46.4%,2/2,1:23
28‑Sep‑2020,Roland Garros,Clay,R128,1,80,(1)Djokovic d. Mikael Ymer [SWE],6-0 6-2 6-3,Novak Djokovic,Mikael Ymer,W,,1.97,3.4%,3.4%,60.3%,74.3%,60.9%,0/2,1:38
14‑Sep‑2020,Rome Masters,Clay,F,1,15,(1)Djokovic d. (8)Diego Schwartzman [ARG],7-5 6-3,Novak Djokovic,Diego Schwartzman,W,(ch),1.25,2.9%,1.4%,68.6%,68.8%,40.9%,3/6,1:53
14‑Sep‑2020,Rome Masters,Clay,SF,1,34,(1)Djokovic d. Casper Ruud [NOR],7-5 6-3,Novak Djokovic,Casper Ruud,W,(ch),1.30,15.2%,1.3%,67.1%,69.8%,61.5%,7/8,2:11
14‑Sep‑2020,Rome Masters,Clay,QF,1,97,(1)Djokovic d. (Q)Dominik Koepfer [GER],6-3 4-6 6-3,Novak Djokovic,Dominik Koepfer,W,,1.25,6.7%,0.0%,64.0%,64.6%,51.9%,0/4,2:10
14‑Sep‑2020,Rome Masters,Clay,R16,1,29,(1)Djokovic d. Filip Krajinovic [SRB],7-6(7) 6-3,Novak Djokovic,Filip Krajinovic,W,,1.20,3.9%,5.2%,64.9%,70.0%,51.9%,5/6,2:07
14‑Sep‑2020,Rome Masters,Clay,R32,1,87,(1)Djokovic d. (WC)Salvatore Caruso [ITA],6-3 6-2,Novak Djokovic,Salvatore Caruso,W,,1.97,8.3%,2.1%,66.7%,81.3%,68.8%,0/0,1:24
31‑Aug‑2020,US Open,Hard,R16,1,27,(20)Pablo Carreno Busta [ESP] d. (1)Djokovic,6-5 DEF,Novak Djokovic,Pablo Carreno Busta,L,,1.33,32.1%,0.0%,71.4%,80.0%,62.5%,1/2,1:00
31‑Aug‑2020,US Open,Hard,R32,1,29,(1)Djokovic d. (28)Jan Lennard Struff [GER],6-3 6-3 6-1,Novak Djokovic,Jan Lennard Struff,W,(ch),1.62,4.9%,6.2%,63.0%,80.4%,56.7%,4/4,1:43
31‑Aug‑2020,US Open,Hard,R64,1,44,(1)Djokovic d. Kyle Edmund [GBR],6-7(5) 6-3 6-4 6-2,Novak Djokovic,Kyle Edmund,W,,1.70,14.8%,2.8%,66.7%,83.3%,58.3%,3/5,3:13
31‑Aug‑2020,US Open,Hard,R128,1,109,(1)Djokovic d. Damir Dzumhur [BIH],6-1 6-4 6-1,Novak Djokovic,Damir Dzumhur,W,,1.57,6.1%,6.1%,59.8%,73.5%,54.5%,6/7,1:58
24‑Aug‑2020,Cincinnati Masters,Hard,F,1,30,(1)Djokovic d. Milos Raonic [CAN],1-6 6-3 6-4,Novak Djokovic,Milos Raonic,W,(ch),0.96,2.6%,6.6%,51.3%,74.4%,48.6%,2/5,2:00
24‑Aug‑2020,Cincinnati Masters,Hard,SF,1,12,(1)Djokovic d. (8)Roberto Bautista Agut [ESP],4-6 6-4 7-6(0),Novak Djokovic,Roberto Bautista Agut,W,(ch),1.09,13.6%,6.8%,56.3%,69.0%,42.2%,6/12,3:00
24‑Aug‑2020,Cincinnati Masters,Hard,QF,1,34,(1)Djokovic d. Jan Lennard Struff [GER],6-3 6-1,Novak Djokovic,Jan Lennard Struff,W,,1.81,10.4%,6.3%,68.8%,72.7%,60.0%,2/3,1:02
24‑Aug‑2020,Cincinnati Masters,Hard,R16,1,55,(1)Djokovic d. (WC)Tennys Sandgren [USA],6-2 6-4,Novak Djokovic,Tennys Sandgren,W,,1.67,3.6%,7.3%,56.4%,83.9%,62.5%,4/4,1:28
24‑Aug‑2020,Cincinnati Masters,Hard,R32,1,72,(1)Djokovic d. (Q)Ricardas Berankis [LTU],7-6(2) 6-4,Novak Djokovic,Ricardas Berankis,W,,1.26,12.5%,10.9%,54.7%,71.4%,51.7%,2/5,1:41
